tshirt,positive_pant,detailed,medium,low,empty,dif
0f96589c97e494338212184f15865000,d15fe9c8ff52204df8ce7d45a1c10653,"An image of black baggy drop-crotch harem pants made of soft cotton fabric, featuring an extra-loose fit and a white graffiti patch accent",Generate an image of black baggy harem pants with a drop crotch,Generate an image of harem pants, ,"A photo of a Harem Pants, on white background, high quality."
9b08dbde313e37e58b646556ef4b6e07,58ec9601c0e15b93fe231b3cbc4ec54b,"An image of  light-wash cotton denim cropped straight-leg jeans with cuffed hems, a mid-rise fit, belt loops, zip fly, and classic five-pocket styling",Generate an image of light-wash cropped straight-leg jeans with cuffed hems,Generate an image of cuffed straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
6c6420eafe451acae5ae590a2c69b3a5,e98f708c55c10ecc367424bc6eb78ff6,An image of medium wash distressed straight-leg boyfriend jeans made from denim with a relaxed fit and frayed detailing,Generate an image of medium wash straight-leg boyfriend jeans,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
5c1113462cb5255d4819d524b3bbcc04,90ee41c894edbe6cbe5739647b02933e,"An image of  black skinny stretch denim jeans featuring classic five-pocket styling, belt loops, and a zip-fly closure",Generate an image of black skinny stretch denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
a85384cb2fa0918781d4c23dd650c888,5e45d3ef54a30157c8ab961a71bc840c,An image of blue skinny distressed denim jeans with a slim fit and rose embroidery at the ankles,Generate an image of blue skinny distressed jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
4e2aee7531930ed603dd1d7beac8e851,02758443b6904a619f7ea4a818e62e46,"An image of light-wash blue cotton denim skinny jeans with a high-rise waist, classic five-pocket styling, and subtle fading",Generate an image of light-wash high-waist skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
acfb87416385c3c45ed09769586bd691,f37c62cb6aa1db620a4f86ea03a84b80,An image of brown corduroy wide-leg pants featuring an elastic waistband and relaxed fit,Generate an image of brown wide-leg pants with an elastic waist,Generate an image of wide-leg pants, ,"A photo of a Pants, on white background, high quality."
12aa3a4e47aa875f203e2a6c64c8814a,72bf05a188649f9ff18226c046108caf,An image of black denim skinny jeans with ankle slits and a raw hem,Generate an image of black skinny ankle-slit jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
ed3c7404deacc72dbf3866dfea8d1a1b,0355b5fe1b65471ac39b244080aebdae,"An image of black cotton relaxed-fit cargo jogger pants with an elastic waistband, multiple cargo pockets, and ribbed ankle cuffs",Generate an image of black relaxed cargo jogger pants,Generate an image of cargo joggers, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
5766b13be059a808e5ffbe812e83e0a3,2ad57e3da5b38171f5c6bfae7cde8e71,"An image of lavender fleece  sweat shorts with a drawstring waistband, relaxed athletic fit, side pockets, and mid-thigh length",Generate an image of lavender relaxed-fit sweat shorts,Generate an image of sweat shorts, ,"A photo of a Sweat Shorts, on white background, high quality."
5a2e443bef10639e7d01d3e936b2aaa5,b0fbf351acef9f6c2768bbf03da5b922,"An image of washed black high-waisted pleated tapered mom jeans in vintage denim, relaxed fit with classic five-pocket styling",Generate an image of washed black tapered mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
ccd1a1cfac53691d2799b57be0e5868b,1b0afe27ef81998885f47c45617d7462,An image of black polyester  athletic shorts in a regular fit with teal-white logo side stripes,Generate an image of black regular-fit athletic shorts with logo side stripes,Generate an image of athletic shorts, ,"A photo of a Athletic Shorts, on white background, high quality."
4b448bcf0e0b51cd8dfc0416c148829e,ada9b501e871f385af0379927e622854,An image of dark grey stretch denim skinny jeans with ripped distressing and a raw frayed hem,Generate an image of dark grey skinny jeans with ripped details,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
06f6b37590c3e0cf8e5038121c8c0848,3e2a01677e39fdab857b482a784032aa,"An image of grey camo cargo jogger pants crafted from cotton twill in a relaxed tapered fit, featuring an elastic drawstring waistband, side flap cargo pockets, and ribbed ankle cuffs",Generate an image of grey camo cargo jogger pants with a tapered fit,Generate an image of camo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
d1453a076fd3fa52b095d4f161f9ea63,f40864d0b07e7cf99f8cdcc382eecb30,"An image of black pleated jogger pants with a drawstring waist, relaxed fit, and buttoned cuffs",Generate an image of black relaxed-fit pleated jogger pants,Generate an image of jogger pants with buttoned cuffs, ,"A photo of a Jogger Pants, on white background, high quality."
8651633da6fe7267ed82946df70e4b16,3b39b5c44bef96a7c4c5262e95a13268,An image of light-wash denim ripped straight-leg high-rise jeans with distressed detailing,Generate an image of light-wash straight-leg high-rise jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
ed5114bf11a4e1eeddbd0c4dc7711b8e,b071624d43f4411644a1f5835efef491,An image of black cotton cargo jogger pants in a relaxed tapered fit featuring grey patch pockets and elastic cuffs,Generate an image of black tapered cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
877236408fbbc8799db3643b3eb4f98f,f7b938fef80764d06e9ee0f97d3ce5a7,An image of light-wash distressed boyfriend jeans in cotton denim with a relaxed fit and a blue flower patch detail,Generate an image of light-wash boyfriend jeans in a relaxed fit,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
944811903e4c2505ba983b38a8378a0a,62a78b5ccbd1ec32b04cd80086b6af11,"An image of light-wash cotton denim jeans with a relaxed fit, straight-leg cut, classic five-pocket styling, belt loops, and a zip fly",Generate an image of light-wash straight-leg denim jeans with a relaxed fit,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
b2a3bc6ce76f9b2b56297e9e601a46f0,ac3dd579aa1c50d3de7fcb44f75a26a9,"An image of blue high-waisted denim cutoff shorts with frayed hems, five-pocket detailing, and a fitted high-rise silhouette",Generate an image of blue high-waist cutoff shorts,Generate an image of cutoff shorts with frayed hem, ,"A photo of a Shorts, on white background, high quality."
fa558c78fe4d764e1869dcde25175b0d,ad99bdf4cbfcba0ff7ab37c6070675b7,"An image of black cotton jogger sweatpants in a relaxed, tapered fit, featuring an elastic waistband and elastic cuffs at the ankles",Generate an image of black tapered jogger sweatpants with elastic cuffs,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
5875d9ffc268d239c344b51f5b026bc5,2c3594fefb434164289f5c8f61a41cee,"An image of black embellished high-waist skinny denim jeans with a form-fitting silhouette, decorative detailing, and classic five-pocket styling",Generate an image of black high-waist skinny jeans with embellishments,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
6a0a24c8a51cdc6ca8a9bcbc79e42536,dd1dcafa1317324776a64fa80718b518,"An image of  black high-waisted distressed denim shorts crafted from sturdy denim, fitted at the waist with a slightly relaxed leg, featuring frayed hems, five-pocket styling and a button fly",Generate an image of black high-waisted denim shorts with a slim fit,Generate an image of distressed denim shorts, ,"A photo of a Shorts, on white background, high quality."
6a0a24c8a51cdc6ca8a9bcbc79e42536,dd1dcafa1317324776a64fa80718b518,"An image of  black high-waisted distressed denim shorts crafted from sturdy denim, fitted at the waist with a slightly relaxed leg, featuring frayed hems, five-pocket styling and a button fly",Generate an image of black high-waisted denim shorts with a slim fit,Generate an image of distressed denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
c625a3e6b8f5eecb1539d0c7c49fccbd,0b24558ae861b8224ecda3b0c3872eb2,"An image of  medium wash denim jeans with a high waist and straight-leg fit, featuring classic five-pocket styling, belt loops, and a button-fly closure",Generate an image of medium wash high-waist straight-leg jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
95deb4b0dafca9619bf9b2c908439330,7d22ba58b1a7a17a671c7d500e70ed35,"An image of light wash denim cuffed shorts with a high-rise paperbag waist, rolled cuffs, and relaxed fit",Generate an image of light wash high-rise paperbag waist denim shorts,Generate an image of cuffed denim shorts, ,"A photo of a Shorts, on white background, high quality."
f796f04b3d7019dc38d3d3a86d13dd1e,63ce93acceda8a3ba53d27b9c7498cec,An image of black high-waisted denim shorts featuring a button fly front and raw frayed hems,Generate an image of high-waisted black denim shorts,Generate an image of raw-hem denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
024b669df0655abc24eb2fd6f926860f,31180ad52a1ce8d3b9e536f7670796bd,"An image of light-wash high-waist denim shorts made from cotton denim, featuring cuffed hems and a matching belt",Generate an image of high-waist denim shorts with cuffed hems,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
7c0860d0849105942faee560496bc659,c8e20ddb7ac42f4968fc38d09bed4c75,"An image of black denim jeans with a high waist, straight legs, cropped length, and cuffed hems",Generate an image of black high waisted straight leg cropped jeans,Generate an image of cropped jeans, ,"A photo of a Jeans, on white background, high quality."
602aea35d76607b2fb61b12c00346327,e9e5f1311070457aa29ae7056a98dd08,"An image of  black denim skinny jeans in a stretchy cotton blend, figure-hugging fit, classic five-pocket styling, and frayed raw hems",Generate an image of black skinny jeans with raw hems,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
f63ab9b7855204b16ac17d38c2ea9a43,59a1d6315d7598bae22cbebe47665975,"Generate an image of black cropped nylon cargo jogger pants with utility side pockets, an elastic waistband, and ribbed cuffs",Generate an image of cropped cargo jogger pants in black,Generate an image of cargo joggers, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
13b67b577126e829481521b7562709f5,0f1db888f0c3fa3cd11d65b709f25f8f,"An image of black cotton cargo jogger pants with a relaxed fit, elastic drawstring waistband, multiple cargo pockets, ribbed cuffs, and striking red trim",Generate an image of black relaxed-fit cargo jogger pants with red trim,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
33fdcd07263506a71a482b42c0b7789f,163543bfead721859ff5382e15aa9f9f,"An image of  black distressed graphic streetwear sweat shorts made from soft cotton-blend fleece, relaxed fit, featuring a drawstring waistband, raw edges, and bold printed graphics",Generate an image of relaxed-fit black sweat shorts with a drawstring waistband,Generate an image of sweat shorts, ,"A photo of a Sweat Shorts, on white background, high quality."
091b18d319b8243349727fa60b78a775,41947b05297556e96e8514ee07b28eeb,"An image of black flared denim jeans made from sturdy cotton denim, fitted through the hips and thighs with a dramatic flare from knee to hem and finished with a raw frayed edge",Generate an image of black flared denim jeans with a raw hem,Generate an image of flared jeans, ,"A photo of a Jeans, on white background, high quality."
1e0754515796516f66da09d7d0c91ba1,e932128d97e39efcdfe419a54b3f4b13,"An image of black distressed denim cutoff shorts in sturdy denim fabric, featuring a high-waisted fit, frayed cut-off hems, and worn-in distressing",Generate an image of high-waisted black denim cutoff shorts with a distressed look,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
